division,conference,name,handle,use_for_ballot
Discontinued Teams,NCAA 1950-1951,Aquinas (MI) Saints,aquinasmi,0
Discontinued Teams,NCAA 1950-1951,Barton Bulldogs,barton,0
Discontinued Teams,NCAA 1950-1951,Canterbury (IN) Purple Warriors,canterburyin,0
Discontinued Teams,NCAA 1950-1951,CCNY Beavers,ccny,0
Discontinued Teams,NCAA 1950-1951,Daniel Baker Hill Billies,danielbaker,0
Discontinued Teams,NCAA 1950-1951,Detroit Tech Dynamics,detroittech,0
Discontinued Teams,NCAA 1950-1951,Huston-Tillotson Rams,hustontillotson,0
Discontinued Teams,NCAA 1950-1951,Lake Superior State Lakers,lakesuperiorstate,0
Discontinued Teams,NCAA 1950-1951,LeMoyne-Owen Magicians,lemoyneowen,0
Discontinued Teams,NCAA 1950-1951,Lewis-Clark State Warriors,lewisclarkstate,0
Discontinued Teams,NCAA 1950-1951,Milligan Buffaloes,milligan,0
Discontinued Teams,NCAA 1950-1951,Oklahoma City Stars,oklahomacity,0
Discontinued Teams,NCAA 1950-1951,Rollins Tars,rollins,0
Discontinued Teams,NCAA 1950-1951,Santa Fe Art and Design Adobes,santafeartanddesign,0
Discontinued Teams,NCAA 1950-1951,Shaw College at Detroit Indians,shawcollegeatdetroit,0
Discontinued Teams,NCAA 1950-1951,Simmons (KY) Panthers,simmonsky,0
Discontinued Teams,NCAA 1950-1951,Southern Idaho Education Panthers,southernidahoeducation,0
Discontinued Teams,NCAA 1950-1951,St. Martin's Saints,stmartins,0
Discontinued Teams,NCAA 1950-1951,Washington (MD) Shoremen,washingtonmd,0
Discontinued Teams,NCAA 1940-1949,Alliance Eagles,alliance,0
Discontinued Teams,NCAA 1940-1949,Athens State Bears,athensstate,0
Discontinued Teams,NCAA 1940-1949,Belmont Abbey Crusaders,belmontabbey,0
Discontinued Teams,NCAA 1940-1949,Franciscan Steubenville Barons,franciscansteubenville,0
Discontinued Teams,NCAA 1940-1949,Huntington Foresters,huntington,0
Discontinued Teams,NCAA 1940-1949,Norman (GA) Baptists,normanga,0
Discontinued Teams,NCAA 1940-1949,Oglethorpe Stormy Petrels,oglethorpe,0
Discontinued Teams,NCAA 1940-1949,Piedmont Lions,piedmont,0
Discontinued Teams,NCAA 1940-1949,Regis Rangers,regis,0
Discontinued Teams,NCAA 1940-1949,Rio Grande RedStorm,riogrande,0
Discontinued Teams,NCAA 1940-1949,Roanoke Maroons,roanoke,0
Discontinued Teams,NCAA 1940-1949,Selma Bulldogs,selma,0
Discontinued Teams,NCAA 1940-1949,South Georgia Hawks,southgeorgia,0
Discontinued Teams,NCAA 1940-1949,Spring Hill Badgers,springhill,0
Discontinued Teams,NCAA 1940-1949,St. Edward's Hilltoppers,stedwards,0
Discontinued Teams,NCAA 1940-1949,St. Mary's (TX) Rattlers,stmarystx,0
Discontinued Teams,NCAA 1940-1949,Talladega Tornadoes,talladega,0
Discontinued Teams,NCAA 1940-1949,Texas Wesleyan Rams,texaswesleyan,0
Discontinued Teams,NCAA 1940-1949,Transylvania Pioneers,transylvania,0
Discontinued Teams,NCAA Pre-1940,Andrews Cardinals,andrews,0
Discontinued Teams,NCAA Pre-1940,Arcadia Knights,arcadia,0
Discontinued Teams,NCAA Pre-1940,Atlantic Sea Dogs,atlantic,0
Discontinued Teams,NCAA Pre-1940,Baltimore Super Bees,baltimore,0
Discontinued Teams,NCAA Pre-1940,Bard Raptors,bard,0
Discontinued Teams,NCAA Pre-1940,Christian Brothers Buccaneers,christianbrothers,0
Discontinued Teams,NCAA Pre-1940,Cooper Union Pioneers,cooperunion,0
Discontinued Teams,NCAA Pre-1940,Drury Panthers,drury,0
Discontinued Teams,NCAA Pre-1940,Florida Southern Moccasins,floridasouthern,0
Discontinued Teams,NCAA Pre-1940,Augusta Jaguars,augusta,0
Discontinued Teams,NCAA Pre-1940,Keene State Owls,keenestate,0
Discontinued Teams,NCAA Pre-1940,Lincoln Memorial Railsplitters,lincolnmemorial,0
Discontinued Teams,NCAA Pre-1940,Loyola New Orleans Wolfpack,loyolaneworleans,0
Discontinued Teams,NCAA Pre-1940,North Georgia Nighthawks,northgeorgia,0
Discontinued Teams,NCAA Pre-1940,PhilaU Rams,philau,0
Discontinued Teams,NCAA Pre-1940,Phillips Haymakers,phillips,0
Discontinued Teams,NCAA Pre-1940,Stevens Institute of Technology Ducks,stevenstech,0
Discontinued Teams,NCAA Pre-1940,SUNY Farmingdale Rams,sunyfarmingdale,0
Discontinued Teams,NCAA Pre-1940,SUNY Fredonia Blue Devils,sunyfredonia,0
Discontinued Teams,NCAA Pre-1940,SUNY Geneseo Knights,sunygeneseo,0
Discontinued Teams,NCAA Pre-1940,SUNY New Paltz Hawks,sunynewpaltz,0
Discontinued Teams,NCAA Pre-1940,SUNY Potsdam Bears,sunypotsdam,0
Discontinued Teams,NCAA Pre-1940,Webb Institute Webbies,webbinstitute,0
Discontinued Teams,Non-NCAA Discontinued 1,Anoka-Ramsey CC Rams,anokaramsey,0
Discontinued Teams,Non-NCAA Discontinued 1,BYU-Idaho Vikings,byuidaho,0
Discontinued Teams,Non-NCAA Discontinued 1,Centralia Blazers,centralia,0
Discontinued Teams,Non-NCAA Discontinued 1,Century Wood Ducks,centurycollege,0
Discontinued Teams,Non-NCAA Discontinued 1,Clackamas CC Cougars,clackamascc,0
Discontinued Teams,Non-NCAA Discontinued 1,Marin Mariners,collegemarin,0
Discontinued Teams,Non-NCAA Discontinued 1,Columbia Basin Hawks,columbiabasin,0
Discontinued Teams,Non-NCAA Discontinued 1,Cowley County CC Tigers,cowleycountycc,0
Discontinued Teams,Non-NCAA Discontinued 1,Dakota CTC Blue Knights,dakotactc,0
Discontinued Teams,Non-NCAA Discontinued 1,Grand Rapids CC Raiders,gccr,0
Discontinued Teams,Non-NCAA Discontinued 1,Golden Valley Lutheran Royals,goldenvalleylutheran,0
Discontinued Teams,Non-NCAA Discontinued 1,Grays Harbor Chokers,graysharbor,0
Discontinued Teams,Non-NCAA Discontinued 1,Harford CC Fighting Owls,harfordcc,0
Discontinued Teams,Non-NCAA Discontinued 1,Harper Hawks,harper,0
Discontinued Teams,Non-NCAA Discontinued 1,Hibbing CC Cardinals,hibbingcc,0
Discontinued Teams,Non-NCAA Discontinued 1,Illinois Valley CC Eagles,illinoisvalleycc,0
Discontinued Teams,Non-NCAA Discontinued 1,Indian Hills CC Warriors,indianhillscc,0
Discontinued Teams,Non-NCAA Discontinued 1,Iowa Lakes CC Lakers,iowalakescc,0
Discontinued Teams,Non-NCAA Discontinued 1,Joliet JC Wolves,jolietjc,0
Discontinued Teams,Non-NCAA Discontinued 1,Kemper Military JC,kempermilitaryjc,0
Discontinued Teams,Non-NCAA Discontinued 1,Kennedy-King Statesmen,kennedyking,0
Discontinued Teams,Non-NCAA Discontinued 1,Marion Military Tigers,marionmilitary,0
Discontinued Teams,Non-NCAA Discontinued 1,Marshalltown CC Tigers,marshalltowncc,0
Discontinued Teams,Non-NCAA Discontinued 1,Mid-Plains CC Indians,midplainscc,0
Discontinued Teams,Non-NCAA Discontinued 2,Montgomery Raptors,montgomery,0
Discontinued Teams,Non-NCAA Discontinued 2,Moraine Valley CC Cyclones,morainevalleycc,0
Discontinued Teams,Non-NCAA Discontinued 2,Morton Panthers,morton,0
Discontinued Teams,Non-NCAA Discontinued 2,New Orleans Privateers,neworleans,0
Discontinued Teams,Non-NCAA Discontinued 2,Normandale CC Lions,normandalecc,0
Discontinued Teams,Non-NCAA Discontinued 2,North Iowa Area CC Trojans,northiowaareacc,0
Discontinued Teams,Non-NCAA Discontinued 2,Olympic JC Rangers,olympicjc,0
Discontinued Teams,Non-NCAA Discontinued 2,Potomac State Catamounts,potomacstate,0
Discontinued Teams,Non-NCAA Discontinued 2,Pratt CC Beavers,prattcc,0
Discontinued Teams,Non-NCAA Discontinued 2,Rainy River CC Voyageurs,rainyrivercc,0
Discontinued Teams,Non-NCAA Discontinued 2,Ranger JC Rangers,rangerjc,0
Discontinued Teams,Non-NCAA Discontinued 2,Riverland CC Blue Devils,riverlandcc,0
Discontinued Teams,Non-NCAA Discontinued 2,Rock Velley Golden Eagles,rockvalley,0
Discontinued Teams,Non-NCAA Discontinued 2,Shoreline CC Dolphins,shorelinecc,0
Discontinued Teams,Non-NCAA Discontinued 2,Solano CC Falcons,solanocc,0
Discontinued Teams,Non-NCAA Discontinued 2,Southeast CC Storm,southeastcc,0
Discontinued Teams,Non-NCAA Discontinued 2,South Suburban CC Bulldogs,southsuburbancc,0
Discontinued Teams,Non-NCAA Discontinued 2,Spokane Falls CC Bigfoot,spokanefallscc,0
Discontinued Teams,Non-NCAA Discontinued 2,SUNY-Canton Kangaroos,sunycanton,0
Discontinued Teams,Non-NCAA Discontinued 2,Taft Cougars,taft,0
Discontinued Teams,Non-NCAA Discontinued 2,Texarkana Bulldogs,texarkanacollege,0
Discontinued Teams,Non-NCAA Discontinued 2,Treasure Valley CC Chukars,treasurevalleycc,0
Discontinued Teams,Non-NCAA Discontinued 2,Trinidad State JC Trojans,trinidadstatejc,0
Discontinued Teams,Non-NCAA Discontinued 2,Triton Trojans,tritoncollege,0
Discontinued Teams,Non-NCAA Discontinued 2,USU Eastern Eagles,usueastern,0
Discontinued Teams,Non-NCAA Discontinued 3,Wenatchee Valley Knights,wenatcheevalley,0
Discontinued Teams,Non-NCAA Discontinued 3,West Valley Vikings,westvalley,0
Discontinued Teams,Non-NCAA Discontinued 3,Westchester CC Vikings,westchestercc,0
Discontinued Teams,Non-NCAA Discontinued 3,Wharton County JC Pioneers,whartoncountyjc,0
Discontinued Teams,Non-NCAA Discontinued 3,Wilbur Wright Rams,wilburwright,0
Discontinued Teams,Non-NCAA Discontinued 3,Yakima Valley CC Yaks,yakimavalleycc,0
Discontinued Teams,Canada,Cape Breton Capers,capebreton,0
Discontinued Teams,Canada,Moncton Junior Mustangs,moncton,0
Discontinued Teams,Canada,Laurentian Voyageurs,laurentian,0
Discontinued Teams,Canada,RMC Paladins,rmc,0
Discontinued Teams,Canada,RMC Saint-Jean Remparts,rmcstjean,0
Discontinued Teams,Canada,UPEI Panthers,upei,0
Discontinued Teams,Canada,UQAM Citadins,uqam,0
Discontinued Teams,Cuba,Havana Caribes,havana,0
Discontinued Teams,Ireland,DCU Saints,dcu,0
Discontinued Teams,Mexico,Pieles Rojas ESIQIE-IPN,esiqieipn,0
Discontinued Teams,Mexico,Heroico Colegio Militar Royal Eagles,heroicocolegiomilitar,0
Discontinued Teams,Mexico,Mexico City College Green Wave,mexicocitycollege,0
Discontinued Teams,Mexico,Bengalíes UNIB,unib,0
Discontinued Teams,UK,Aberdeen Steamroller,aberdeen,0
Discontinued Teams,UK,Aston Rhinos,aston,0
Discontinued Teams,UK,Dundee Bluedevils,dundee,0
Discontinued Teams,UK,Falmouth Tridents,falmouth,0
Discontinued Teams,UK,Strathclyde Hawks,strathclyde,0
Discontinued Teams,UK,Wolverhampton Wildcats,wolverhampton,0
